car_id,model_year,mileage_km,horsepower,previous_owners,airbags_count,warranty_months,price_brl_log,engine_size_liters_log,brand_Fiat,brand_Ford,brand_Honda,brand_Hyundai,brand_Toyota,brand_Volkswagen,fuel_type_Elétrico,fuel_type_Etanol,fuel_type_Flex,fuel_type_Gasolina,fuel_type_Híbrido,transmission_Automática,transmission_Cvt,transmission_Manual,drivetrain_Dianteira,drivetrain_Traseira,condition_Excelente,condition_Regular,condition_Ruim,accident_history_2+ Acidentes,accident_history_Sem Acidentes,service_history_Parcial,service_history_Sem Histórico,air_conditioning_Sim,power_steering_Sim,power_windows_Sim,abs_brakes_Sim,interior_material_Couro Sintético,interior_material_Tecido,sound_system_Multimídia,sound_system_Premium,sunroof_Sim,parking_sensors_Sim,imported_Sim,color_Branco,color_Cinza,color_Prata,color_Preto,color_Vermelho,car_age,km_per_year_score,usage_intensity
Car01388,-1.6053041228357112,1.0067503705595995,-0.396953949511295,-3.5894122851860524,-1.1876128337316163,-0.10292679668012676,8.987321812850125,0.28667679918813777,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.6053041228357279,-0.34726076073012535,-0.34726076073012535
Car00790,-1.1449232887005074,-1.0291385340833639,-0.4260934642309495,1.3646501469040946,-1.1876128337316163,-0.007893864525728492,9.6634521335517,0.7604737325513222,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.1449232887005243,-0.77296954086774,-0.77296954086774
Car00788,-0.6845424545653038,-0.15012903011277043,1.4534052351867655,0.6569269423197879,-1.1876128337316163,-0.7681573217609147,10.541122023165814,0.28667679918813777,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0.6845424545653206,-0.4830193140268252,-0.4830193140268252
Car00369,-0.9147328716329056,-0.4023852595538057,-0.7611978835069761,-0.05079626226451879,-0.7952750386531019,1.1325013213270507,10.39090124329146,-0.4971606550341905,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0.9147328716329224,-0.588295491878022,-0.588295491878022
Car00842,0.6966000478403073,0.5413165796074604,-1.4459764794188568,1.3646501469040946,0.7740761416609561,-0.6731243896065164,10.31071776859096,-1.3907052734306435,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,-0.6966000478402905,0.4018528669139685,0.4018528669139685
Car01751,-0.4543520374977019,-0.8051697754982755,1.6428120808645195,-0.05079626226451879,-1.5799506288101308,0.18217199978306806,10.512926984022588,1.2015681247529084,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0.4543520374977187,-0.6497944528816889,-0.6497944528816889
Car01411,0.2362192137051036,-0.9444269514619194,-0.7903373982266306,-0.7585194668488254,0.7740761416609561,-0.19795972883452503,10.955776631598594,0.7604737325513222,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,-0.23621921370508683,-0.5945294336133177,-0.5945294336133177
Car00101,0.6966000478403073,-1.5663948031467245,0.2878246464005856,-1.4662426714331322,0.7740761416609561,-1.5284207789961008,11.080695348341909,-0.4971606550341905,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.6966000478402905,-0.8383228069388085,-0.8383228069388085
Car00756,-0.6845424545653038,-0.2511302469450075,-0.2075471038335408,1.3646501469040946,-0.010599448496072887,-1.1482890503785077,8.987321812850125,0.28667679918813777,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.6845424545653206,-0.5127338311969112,-0.5127338311969112
Car00262,-0.9147328716329056,1.1576214523957526,-1.285709148460757,1.3646501469040946,1.558751731817985,0.6573366605550595,8.987321812850125,-0.4971606550341905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0.9147328716329224,-0.1646462511305719,-0.1646462511305719
Car01702,1.156980881975511,-0.9705753794417016,0.08384804336300415,1.3646501469040946,1.558751731817985,0.8474025248638559,11.110909402061512,0.7604737325513222,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,-1.1569808819754943,-0.2510919809206946,-0.2510919809206946
Car00436,0.6966000478403073,1.9953314489609197e-16,-0.16383783175405905,-0.7585194668488254,0.3817383465824416,1.227534253481449,10.450481157684562,-0.22506287377365766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.6966000478402905,0.08334262904395888,0.08334262904395888
Car01998,-1.1449232887005074,1.2656294058287598,-0.9651744865445576,1.3646501469040946,0.7740761416609561,0.18217199978306806,8.993054630146133,1.2015681247529084,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.1449232887005243,-0.19429542620569135,-0.19429542620569135
Car00180,-0.4543520374977019,0.8060368473461476,-0.23668661855319528,-1.4662426714331322,0.7740761416609561,-1.0532561182241096,9.10286651367095,0.7604737325513222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.4543520374977187,-0.13268572135290127,-0.13268572135290127
Car02319,-0.6845424545653038,-0.2745088886364227,1.5845330514252105,-1.4662426714331322,1.1664139367394706,0.4672707962462629,8.987321812850125,0.28667679918813777,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.6845424545653206,-0.5196118181335114,-0.5196118181335114
Car00860,0.006028796637501758,0.9400561106258496,1.3077076615884928,-0.7585194668488254,-0.010599448496072887,1.7026989142534403,10.487098846027767,1.2015681247529084,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,-0.006028796637484993,0.1039654373853459,0.1039654373853459
Car00991,0.2362192137051036,-1.193515752028634,0.8851846981535028,-0.7585194668488254,0.7740761416609561,0.7523695927094577,11.474444478151947,-0.22506287377365766,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,-0.23621921370508683,-0.704452170290982,-0.704452170290982
Car01779,-0.2241616204301001,-0.6517208727600777,-1.1108720601428301,0.6569269423197879,-0.7952750386531019,1.7026989142534403,8.987321812850125,0.28667679918813777,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.22416162043011686,-0.5644958262574926,-0.5644958262574926
Car02379,-0.9147328716329056,-1.1394637839655495,1.540823779345729,-0.7585194668488254,-0.4029372435745874,-1.7184866433048973,10.888146961128207,-0.22506287377365766,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.9147328716329224,-0.7884630647777872,-0.7884630647777872
Car00600,-1.3751137057681093,-1.1526271247419475,-0.07641928759509557,1.3646501469040946,0.3817383465824416,-0.10292679668012676,9.389908140573516,-0.22506287377365766,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.3751137057681262,-0.8145721700543939,-0.8145721700543939
Car00292,0.2362192137051036,-1.179845074159812,0.9871729996722934,-0.7585194668488254,1.558751731817985,-1.1482890503785077,10.69898823220789,0.7604737325513222,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.23621921370508683,-0.6984193084354479,-0.6984193084354479
Car00142,0.9267904649079092,1.2682209385441132,0.9434637275928117,1.3646501469040946,-1.5799506288101308,1.1325013213270507,10.273118207635076,0.28667679918813777,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.9267904649078924,1.1876844563736804,1.1876844563736804
Car01305,1.6173617161107148,0.8053923921206364,-0.5280817657497402,0.6569269423197879,-0.4029372435745874,1.4176001177902455,10.419091740755093,0.28667679918813777,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,-1.617361716110698,3.593795498867261,3.593795498867261
Car01049,1.3871712990431129,0.7443885347100169,1.3805564483876291,0.6569269423197879,-1.5799506288101308,-0.8631902539153129,10.3366326764176,0.7604737325513222,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,-1.387171299043096,2.0037259394233105,2.0037259394233105
Car01114,0.6966000478403073,-1.2440163604447523,-1.6062438103769565,-0.05079626226451879,-0.4029372435745874,-1.243321982532906,10.702030248141414,-1.3907052734306435,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-0.6966000478402905,-0.6486355918462499,-0.6486355918462499
Car00415,-1.6053041228357112,-0.7250653621485702,0.24411537432110386,1.3646501469040946,-0.7952750386531019,1.3225671856358474,10.081047792228372,0.28667679918813777,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1.6053041228357279,-0.7293853771873992,-0.7293853771873992
Car01814,-0.9147328716329056,-1.0366251841499403,-1.1982906043017936,-1.4662426714331322,-1.5799506288101308,1.7026989142534403,10.630939536788064,-0.22506287377365766,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9147328716329224,-0.7605353036997807,-0.7605353036997807
Car00808,-0.6845424545653038,0.540960072461433,0.7977661539945392,0.6569269423197879,0.3817383465824416,-0.9582231860697112,9.32259705432185,-0.4971606550341905,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.6845424545653206,-0.27970117936900446,-0.27970117936900446
Car01913,-1.6053041228357112,-1.076663679011484,0.36067343319972184,1.3646501469040946,0.7740761416609561,-1.6234537111504992,8.987321812850125,-0.22506287377365766,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.6053041228357279,-0.8069654392233088,-0.8069654392233088
Car01447,-0.9147328716329056,1.1306091801775193,0.0,-0.05079626226451879,-0.7952750386531019,1.3225671856358474,8.987321812850125,1.2015681247529084,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0.9147328716329224,-0.1719819430403949,-0.1719819430403949
Car00818,-0.4543520374977019,1.605037920660197,-1.5625345382974747,-0.7585194668488254,1.1664139367394706,-1.1482890503785077,8.987321812850125,-1.3907052734306435,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0.4543520374977187,0.12374968901188302,0.12374968901188302
Car00720,-1.1449232887005074,-0.5764293058817429,-0.19297734647371353,0.6569269423197879,1.558751731817985,0.3722378640918646,8.987321812850125,0.28667679918813777,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1.1449232887005243,-0.6588093648985113,-0.6588093648985113
Car00248,0.4664096307727055,-0.3246392780932051,-0.8049071555864579,1.3646501469040946,-1.1876128337316163,1.7026989142534403,10.060192111293768,0.28667679918813777,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.4664096307726887,-0.22958494510386032,-0.22958494510386032
Car00857,0.2362192137051036,-1.3883057718927065,-1.0817325454231757,0.6569269423197879,1.558751731817985,0.6573366605550595,11.057660683309457,-1.3907052734306435,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,-0.23621921370508683,-0.7904128879637167,-0.7904128879637167
Car00890,0.4664096307727055,2.3977041362256046,-1.5479647809376476,-0.05079626226451879,0.7740761416609561,-0.9582231860697112,9.171807422259398,0.28667679918813777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,-0.4664096307726887,1.1434076243734024,1.1434076243734024
Car02476,1.6173617161107148,-0.13700682477629866,-1.285709148460757,-0.05079626226451879,-0.4029372435745874,-0.48305852529771987,10.906304543749371,0.7604737325513222,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-1.617361716110698,1.9302746865543274,1.9302746865543274
Car01037,-0.6845424545653038,-0.500822367297307,-0.29496564799250424,1.3646501469040946,-1.1876128337316163,1.4176001177902455,10.89559051777123,-0.22506287377365766,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.6845424545653206,-0.5861931520857611,-0.5861931520857611
Car00555,-1.1449232887005074,-1.396176352731928,-1.6499530824564381,0.6569269423197879,-0.7952750386531019,-1.6234537111504992,8.987321812850125,-1.3907052734306435,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1.1449232887005243,-0.8655258647817304,-0.8655258647817304
Car02491,1.156980881975511,0.3328833055011834,0.7977661539945392,-0.7585194668488254,-0.7952750386531019,0.08713906762866978,10.757094043032893,1.2015681247529084,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.1569808819754943,0.8993390739417343,0.8993390739417343
Car00030,0.006028796637501758,-1.1699862803908223,0.5209407641578215,1.3646501469040946,-0.4029372435745874,0.9424354570182543,10.887941478476757,-0.22506287377365766,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,-0.006028796637484993,-0.7237327207680966,-0.7237327207680966
Car01906,-1.6053041228357112,-0.003316645016006564,0.4335222199988581,0.6569269423197879,-1.1876128337316163,-0.10292679668012676,8.987321812850125,-0.22506287377365766,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1.6053041228357279,-0.5701317415355712,-0.5701317415355712
Car01934,0.9267904649079092,1.6360814659912022,1.3368471763081473,-0.7585194668488254,1.1664139367394706,-0.6731243896065164,10.722782685084084,0.28667679918813777,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.9267904649078924,1.4474230607632763,1.4474230607632763
Car00870,0.006028796637501758,0.28165597097970124,-0.09098904495492281,-0.7585194668488254,0.7740761416609561,-0.6731243896065164,9.143773127704069,1.2015681247529084,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.006028796637484993,-0.15430263591649537,-0.15430263591649537
Car01326,0.2362192137051036,-0.7120528513185684,-0.13469831703440455,-0.7585194668488254,-0.7952750386531019,-0.8631902539153129,11.055577414982384,-0.4971606550341905,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,-0.23621921370508683,-0.49198288409903956,-0.49198288409903956
Car00533,0.9267904649079092,-0.279116057908162,1.438835477826938,-1.4662426714331322,-1.1876128337316163,-0.10292679668012676,10.68327103975562,0.28667679918813777,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.9267904649078924,0.09514225085881697,0.09514225085881697
Car01772,-0.6845424545653038,-1.5799694983223849,-1.4168369646992023,1.3646501469040946,-1.5799506288101308,-0.7681573217609147,10.906194484317167,-0.22506287377365766,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0.6845424545653206,-0.9036778018712772,-0.9036778018712772
Car01804,1.6173617161107148,1.185936346878317,1.0891613011910841,0.6569269423197879,1.558751731817985,-1.0532561182241096,11.138740976895097,-0.22506287377365766,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.617361716110698,4.2655307649721195,4.2655307649721195
Car00820,0.6966000478403073,-0.44926594925641483,-1.5042555088581657,1.3646501469040946,-0.010599448496072887,0.2772049319374663,10.964813256418221,-0.22506287377365766,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.6966000478402905,-0.18100509233624237,-0.18100509233624237
Car02287,0.6966000478403073,-1.5390534474090811,0.783196396634712,-0.05079626226451879,-1.5799506288101308,-0.7681573217609147,11.153288997188483,0.7604737325513222,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.6966000478402905,-0.8222351753240511,-0.8222351753240511
Car01909,-0.9147328716329056,0.43506373827797284,-0.9214652144650759,-0.05079626226451879,0.3817383465824416,-0.10292679668012676,9.207636720401869,-1.3907052734306435,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.9147328716329224,-0.3608704241661225,-0.3608704241661225
Car01098,-0.9147328716329056,-1.3489528676966,0.3752431905595491,-1.4662426714331322,-0.4029372435745874,-1.7184866433048973,10.87189623867239,0.28667679918813777,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.9147328716329224,-0.8453537759444248,-0.8453537759444248
Car01107,0.6966000478403073,0.8000996321834597,-1.3148486631804115,1.3646501469040946,1.1664139367394706,1.227534253481449,10.39191418135864,-0.4971606550341905,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-0.6966000478402905,0.5541206058634754,0.5541206058634754
Car00573,-0.9147328716329056,1.2135793625087528,-0.8049071555864579,-0.7585194668488254,-0.010599448496072887,1.4176001177902455,8.987321812850125,-0.22506287377365766,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0.9147328716329224,-0.14944982540265925,-0.14944982540265925
Car00333,0.6966000478403073,-1.4544515592941065,-0.7029188540676672,1.3646501469040946,1.558751731817985,1.7026989142534403,10.941730395161029,0.7604737325513222,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,-0.6966000478402905,-0.7724554927447866,-0.7724554927447866
Car02443,-1.6053041228357112,1.382083836259956,0.3169641611202401,0.6569269423197879,-0.4029372435745874,-0.007893864525728492,8.987321812850125,3.040815371034143,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1.6053041228357279,-0.2644435452980626,-0.2644435452980626
Car02133,-1.3751137057681093,-1.1986028347661792,-1.5916740530171292,1.3646501469040946,1.1664139367394706,1.7026989142534403,10.287320360517178,-0.22506287377365766,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1.3751137057681262,-0.8253929982999869,-0.8253929982999869
Car01954,0.9267904649079092,0.7769952267582194,1.1765798453500476,-0.7585194668488254,1.1664139367394706,-1.0532561182241096,10.914506476710912,0.28667679918813777,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.9267904649078924,0.8408402822922251,0.8408402822922251
Car00622,-1.3751137057681093,1.4990318919702668,1.438835477826938,1.3646501469040946,-0.010599448496072887,1.3225671856358474,9.965898812657525,0.28667679918813777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1.3751137057681262,-0.1904785612640499,-0.1904785612640499
Car01226,1.6173617161107148,-1.3857416628039707,-0.14926807439423181,-1.4662426714331322,-0.010599448496072887,0.18217199978306806,10.945723474426929,0.7604737325513222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,-1.617361716110698,-0.27398902130318287,-0.27398902130318287
Car01361,-0.6845424545653038,1.3393715378032063,0.1566968301621404,0.6569269423197879,1.558751731817985,1.5126330499446439,10.31387386496336,0.28667679918813777,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0.6845424545653206,-0.044808848961758976,-0.044808848961758976
Car00811,1.3871712990431129,-1.509134270769393,-0.13469831703440455,-1.4662426714331322,1.1664139367394706,-0.007893864525728492,11.715833655372572,-0.4971606550341905,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.387171299043096,-0.6482160548131671,-0.6482160548131671
Car00209,0.9267904649079092,-1.0233932843069986,0.0,0.0,0.0,-1.243321982532906,11.005111966862197,-0.22506287377365766,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.9267904649078924,-0.4303762911967697,-0.4303762911967697
Car01090,1.156980881975511,-1.4681770844161632,-1.4168369646992023,-0.7585194668488254,1.558751731817985,-0.8631902539153129,11.037949494097935,-0.22506287377365766,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,-1.1569808819754943,-0.6902746423797319,-0.6902746423797319
Car00423,-0.9147328716329056,-0.20675881907789928,0.8851846981535028,1.3646501469040946,0.3817383465824416,-0.3880255931433216,10.229223792606835,-1.3907052734306435,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0.9147328716329224,-0.5351694429046995,-0.5351694429046995
Car00462,-1.1449232887005074,-1.325245142485775,0.9143242128731572,-0.05079626226451879,0.7740761416609561,-0.10292679668012676,10.438049233978703,-0.4971606550341905,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1.1449232887005243,-0.8476390647366366,-0.8476390647366366
Car01371,0.2362192137051036,-1.3833695191015574,-0.1201285596745773,-0.7585194668488254,-0.7952750386531019,0.7523695927094577,10.268026494031647,-0.22506287377365766,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,-0.23621921370508683,-0.7882345225996321,-0.7882345225996321
Car01823,-0.2241616204301001,-1.660361859751574,0.08384804336300415,1.3646501469040946,-1.1876128337316163,-0.007893864525728492,10.921431938136783,1.2015681247529084,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0.22416162043011686,-0.9205859511065065,-0.9205859511065065
Car02366,-0.6845424545653038,1.0022117603544038,1.3368471763081473,1.3646501469040946,1.1664139367394706,0.4672707962462629,9.719805070102831,0.28667679918813777,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0.6845424545653206,-0.14400111921634023,-0.14400111921634023
Car02012,1.3871712990431129,-1.031469542345851,-0.455232978950604,0.6569269423197879,0.7740761416609561,-0.7681573217609147,10.107570601111595,-0.22506287377365766,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-1.387171299043096,-0.08610097464096082,-0.08610097464096082
Car01957,-0.4543520374977019,0.49712340531336585,-0.9943140012642121,-1.4662426714331322,-0.7952750386531019,-0.007893864525728492,8.987321812850125,0.28667679918813777,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.4543520374977187,-0.23182995021645653,-0.23182995021645653
Car02322,1.6173617161107148,1.458006146550493,1.2494286321491839,0.6569269423197879,0.7740761416609561,0.6573366605550595,10.370831397690157,0.7604737325513222,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.617361716110698,4.74578771557395,4.74578771557395
Car00529,1.156980881975511,-0.9945847645453192,-0.4989422510300857,-0.05079626226451879,-0.7952750386531019,0.9424354570182543,10.897794324394924,-1.3907052734306435,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,-1.1569808819754943,-0.2722826351013167,-0.2722826351013167
Car01668,1.156980881975511,1.1402348731202603,0.5792197935971305,-1.4662426714331322,-1.1876128337316163,0.5623037284006611,11.075969689770693,1.2015681247529084,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,-1.1569808819754943,1.611906588593377,1.611906588593377
